participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,850,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,4,90,0,19,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,1,1090,0,0.75,0,32.5,0,0,1,2,3,4,0,100,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,860,30,0.19,3,25,0,2,2,2,3,4,2,70,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1010,10,0.56,1,30,0,0,0,0,1,1,2,90,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,840,40,0,4,22.5,0,4,4,4,4,4,0,60,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,1,650,10,0.56,1,30,0,1,1,1,1,1,1,90,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,1,990,0,0.75,0,32.5,0,4,3,2,0,0,3,100,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,1,960,10,0.56,1,30,0,1,1,1,1,1,1,90,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,0,1230,0,0.75,0,32.5,0,0,0,0,0,0,0,100,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,1,1030,0,0.75,0,32.5,0,1,0,0,0,0,0,100,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,900,20,0.38,2,27.5,0,3,3,3,2,2,2,80,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,1,940,10,0,1,30,0,0,1,2,3,4,2,90,2,13,29.55,1,6,970,88,0,0,4,90,0,20,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,1,1130,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,900,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1050,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,880,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,1,690,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,1,1030,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,1,1000,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,0,1270,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,1,1070,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,940,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,1,980,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,21,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,0,1170,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,940,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1090,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,920,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,730,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,0,1070,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,1,1040,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,0,1310,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,0,1110,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,980,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,1020,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,22,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,1,1260,10,0.75,1,40,0,0,1,2,3,4,1,90,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,1000,40,0,4,32.5,0,2,2,3,4,4,3,60,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,1,1170,20,0.5,2,37.5,0,0,0,0,1,1,2,80,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,980,40,0,4,32.5,0,4,4,4,4,4,0,60,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,820,10,0.75,1,40,0,1,1,1,1,1,1,90,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,1,1170,0,1,0,42.5,0,2,2,2,1,0,3,100,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,1,1130,10,0.75,1,40,0,1,1,1,1,1,1,90,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,1,1410,0,1,0,42.5,0,0,0,0,0,0,0,100,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,1,1210,0,0,0,42.5,0,1,0,0,0,0,1,100,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,1060,20,0.5,2,37.5,0,3,3,3,2,2,2,80,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,1100,20,0.5,2,37.5,0,0,1,2,3,4,1,80,2,17,38.64,1,6,930,85,0,0,5,60,0,23,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,1,1300,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,1040,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,1,1210,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,1020,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,860,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,1,1210,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,1,1170,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,1,1450,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,1,1250,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,1100,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,1140,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,6,60,0,24,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,1,1340,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,1080,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1250,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,1060,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,900,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,0,1250,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,0,1210,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,0,1490,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,0,1290,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,1140,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,1180,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,6,60,0,25,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,0,1430,10,0,1,45,0,0,1,2,3,4,1,90,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,1140,40,0,4,37.5,0,3,3,4,4,4,3,60,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1330,20,0,2,42.5,0,0,1,2,3,4,3,80,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,1,1120,40,0,4,37.5,0,4,4,4,4,4,0,60,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,990,10,0,1,45,0,1,1,1,1,1,1,90,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,0,1350,0,0,0,47.5,0,4,3,2,0,0,4,100,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,0,1300,10,0,1,45,0,1,1,1,1,1,1,90,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,0,1590,0,0,0,47.5,0,0,0,0,0,0,0,100,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,0,1380,10,0,1,45,0,1,0,0,0,0,1,90,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,1210,30,0,3,40,0,4,3,3,3,3,3,70,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,1260,20,0,2,42.5,0,0,1,2,3,4,1,80,2,19,43.18,1,1,910,83,0,0,6,60,0,26,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,0,1510,20,0,2,47.5,0,0,1,2,3,4,0,80,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,1200,40,0,4,42.5,0,3,3,3,3,4,3,60,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1410,20,0,2,47.5,0,0,1,2,3,4,2,80,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,1,1180,40,0,4,42.5,0,4,4,4,4,4,2,60,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,1080,10,0,1,50,0,1,1,1,1,1,1,90,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,0,1440,10,0,1,50,0,4,3,2,0,0,4,90,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,0,1390,10,0,1,50,0,1,1,1,1,1,1,90,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
8,0yi258kw,5edf3a73f4a50b1de157ff46,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.175977+00:00,1,,,2610,2,,0,1690,0,0,0,52.5,0,0,0,0,0,0,0,100,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
9,1mxiuapc,5edcf3276763349d23ae0c5a,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.211659+00:00,1,,,2350,10,,0,1470,10,0,1,50,0,1,0,0,0,0,1,90,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
10,yu5vdppa,5edcb44d9b29b400086aa550,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.248483+00:00,1,,,2000,5,,0,1280,30,0,3,45,0,4,3,3,2,2,2,70,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
11,csnm750f,5f8b729be907951577f9369d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:53.494397+00:00,1,,,2100,7,,0,1340,20,0,2,47.5,0,0,1,2,3,4,1,80,2,21,47.73,1,1,890,81,0,0,6,60,0,27,kiy32p78,,,,,0
1,tlrbw2wd,5f9b28cdd59a8e3148572a38,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.911264+00:00,1,,,2280,1,,0,1570,40,0,4,40,0,0,1,2,3,4,1,60,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
2,h95dma4u,5cc1c0120915430001d7f38e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:51.977521+00:00,1,,,1800,6,,0,1260,40,0,4,40,0,3,3,3,4,4,3,60,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
3,sisuspnh,5ffddf62a9ce783d6ae3a7dc,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.281856+00:00,1,,,2230,9,,0,1490,20,0.5,2,45,0,0,0,0,0,1,2,80,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
4,ifhfugeh,5f1afac4a6090e27181f302d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.061501+00:00,1,,,1850,4,,0,1240,40,0,4,40,0,4,4,4,4,4,1,60,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
5,19navfft,5f4650bde0e1d7016717bb5e,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.097761+00:00,1,,,1890,11,,0,1170,10,0.75,1,47.5,0,1,1,1,1,1,1,90,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
6,sq9bkwdu,5ff7579b5edf433e40c56f2d,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.139337+00:00,1,,,2300,8,,1,1540,0,1,0,50,0,4,3,2,0,0,4,100,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
7,mloknwd8,5f522c40069004482b3af322,0,446,446,payment_info,PaymentInfo,2021-01-20 20:46:52.025638+00:00,1,,,2170,3,,0,1480,10,0.75,1,47.5,0,1,1,1,1,1,1,90,2,20,45.45,1,5,900,82,0,0,6,60,1,28,kiy32p78,,,,,0
