participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,0,,0,4,75,1,,,,,,,0,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,620,30,0.25,3,77.5,0,3,3,3,2,2,3,70,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,1,680,40,0,4,75,0,4,3,3,2,0,3,60,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,770,30,0.25,3,77.5,0,1,2,3,4,4,2,70,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,0,,0,4,75,1,,,,,,,0,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,280,20,0.5,2,80,0,,,,,,2,0,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,600,30,0,3,77.5,0,3,3,3,4,4,3,70,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,720,20,0,2,80,0,3,3,2,2,1,3,80,2,34,77.27,5,5,500,45,0,0,0,60,0,9,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,0,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,760,30,0,3,80,0,4,4,4,3,3,2,70,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,680,20,0,2,82.5,0,1,2,3,3,4,3,80,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,0,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,690,30,0.25,3,80,0,2,2,2,2,1,2,70,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,1,750,30,0,3,80,0,4,3,3,2,0,3,70,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,850,20,0.5,2,82.5,0,1,2,3,4,4,2,80,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,0,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,280,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,660,40,0,4,77.5,0,3,3,4,4,4,3,60,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,800,20,0,2,82.5,0,3,3,2,2,1,3,80,2,35,79.55,5,5,510,46,0,0,0,60,0,10,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,0,,0,4,67.5,1,,,,,,,0,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,850,10,0,1,75,0,4,3,3,2,2,3,90,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,680,,0,4,67.5,1,1,2,3,3,4,2,0,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,0,,0,4,67.5,1,,,,,,,0,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,760,30,0.25,3,70,0,3,3,2,2,1,2,70,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,1,820,30,0,3,70,0,4,3,3,2,0,3,70,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,940,10,0.75,1,75,0,1,2,3,4,4,2,90,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,0,,0,4,67.5,1,,,,,,,0,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,1,280,20,0.5,2,72.5,0,,,,,,2,0,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,730,30,0,3,70,0,3,3,4,4,4,3,70,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,880,20,0,2,72.5,0,3,3,2,2,1,3,80,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,40,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,890,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,720,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,40,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,800,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,1,860,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,980,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,40,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,1,320,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,770,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,920,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,80,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,930,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,760,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,80,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,840,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,900,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,1020,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,80,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,360,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,810,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,960,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,80,,0,4,50,1,,,,,,,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,1020,10,0.75,1,57.5,0,2,1,0,0,0,2,90,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,850,10,0.75,1,57.5,0,1,2,3,3,4,1,90,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,80,,0,4,50,1,,,,,,,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,910,30,0.25,3,52.5,0,3,3,3,2,2,3,70,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,1,1000,0,1,0,60,0,3,3,2,1,0,2,100,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,1120,0,0,0,60,0,0,1,1,3,3,0,100,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,80,,0,4,50,1,,,,,,,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,360,,0,4,50,1,0,0,0,0,0,0,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,900,10,0.75,1,57.5,0,2,2,3,3,4,1,90,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,1040,20,0.5,2,55,0,3,3,2,2,1,2,80,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,120,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,1060,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,890,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,120,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,950,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,1,1040,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,1160,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,120,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,400,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,940,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,1080,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,160,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,0,1100,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,930,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,160,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,990,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1080,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,1200,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,160,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,440,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,980,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,1120,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,160,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,0,1190,10,0,1,65,0,2,2,1,0,0,2,90,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1020,10,0,1,65,0,1,2,3,3,4,1,90,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,1,160,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1050,40,0,4,57.5,0,4,4,4,3,3,3,60,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1150,30,0,3,60,0,4,3,3,2,0,3,70,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,1300,0,0,0,67.5,0,0,1,2,3,4,1,100,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,160,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,540,0,0,0,67.5,0,0,0,0,0,0,0,100,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,1040,40,0,4,57.5,0,2,2,3,3,4,2,60,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,1200,20,0,2,62.5,0,3,3,2,2,1,2,80,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,,,,,0
