participant.id_in_session,participant.code,participant.time_started,participant.payoff,player.id_in_group,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.is_demo
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,490,,,0,0,0,,,,,,,10,2,0,0,8,8,110,10,1,1,4,90,0,13,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,160,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,490,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,0,480,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,0,650,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,0,580,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,0,240,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,0,660,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,440,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,480,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,610,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,500,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,4,90,0,14,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,160,,0,4,32.5,1,,,,,,,0,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,570,20,0.25,2,37.5,0,4,4,3,0,0,2,80,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,580,0,0.5,0,42.5,0,0,0,1,1,2,0,100,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,0,750,0,0.5,0,42.5,0,0,0,0,0,0,1,100,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,670,10,0.38,1,40,0,1,1,1,1,1,1,90,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,320,20,0,2,37.5,0,0,1,2,3,4,2,80,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,0,760,0,0.5,0,42.5,0,0,0,1,1,0,1,100,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,510,30,0.12,3,35,0,1,2,2,4,4,2,70,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,0,560,20,0.25,2,37.5,0,0,3,2,1,1,2,80,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,710,0,0.5,0,42.5,0,0,0,0,1,1,0,100,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,570,30,0.12,3,35,0,4,4,3,3,4,1,70,2,17,38.64,1,3,870,79,0,0,4,90,0,15,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,160,,0,4,52.5,1,,,,,,,0,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,1,640,30,0.25,3,55,0,4,4,3,3,0,3,70,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,660,20,0,2,57.5,0,1,1,2,2,3,2,80,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,850,0,1,0,62.5,0,0,0,0,1,1,2,100,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,760,10,0,1,60,0,1,1,1,1,1,1,90,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,400,20,0,2,57.5,0,0,1,2,3,4,2,80,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,860,0,1,0,62.5,0,0,0,1,1,0,1,100,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,580,30,0.25,3,55,0,0,1,2,2,3,2,70,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,630,30,0.25,3,55,0,0,0,3,3,2,2,70,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,780,30,0.25,3,55,0,0,1,3,3,3,3,70,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,630,40,0,4,52.5,0,4,4,4,4,4,2,60,2,25,56.82,3,7,790,72,0,0,4,90,0,16,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,170,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,1,650,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,670,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,860,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,770,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,410,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,870,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,590,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,640,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,790,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,640,,,0,0,0,,,,,,,10,2,0,0,7,7,110,10,1,1,5,90,0,17,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,180,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,1,660,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,0,680,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,0,870,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,0,780,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,0,420,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,0,880,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,600,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,0,650,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,800,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,650,,,0,0,0,,,,,,,10,2,0,0,7,1,110,10,1,2,5,90,0,18,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,180,,0,4,32.5,1,,,,,,,0,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,740,20,0.12,2,37.5,0,4,4,3,3,0,2,80,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,0,780,0,0.25,0,42.5,0,0,1,1,2,3,1,100,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,0,970,0,0.25,0,42.5,0,0,0,0,0,0,1,100,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,870,10,0.19,1,40,0,1,1,1,1,1,1,90,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,0,500,20,0.12,2,37.5,0,0,1,2,3,4,2,80,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,0,980,0,0.25,0,42.5,0,0,0,1,1,0,1,100,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,1,680,20,0.12,2,37.5,0,2,2,2,3,3,2,80,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,720,30,0,3,35,0,0,3,2,1,0,1,70,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,900,0,0.25,0,42.5,0,0,0,0,0,0,0,100,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,720,30,0.06,3,35,0,4,4,3,3,3,1,70,2,17,38.64,1,3,870,79,0,0,5,90,0,19,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,180,,0,4,52.5,1,,,,,,,0,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,810,30,0.25,3,55,0,4,4,3,3,0,2,70,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,860,20,0.5,2,57.5,0,0,1,1,2,3,1,80,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,970,0,1,0,62.5,0,0,0,0,0,1,,0,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,870,,0,4,52.5,1,1,1,0,0,0,1,0,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,580,20,0.5,2,57.5,0,0,1,2,3,4,2,80,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,1070,10,0.75,1,60,0,0,0,1,1,0,2,90,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,1,750,30,0,3,55,0,2,2,3,3,3,3,70,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,820,0,0,0,62.5,0,0,0,3,3,2,1,100,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,1,980,20,0.5,2,57.5,0,2,2,2,2,2,2,80,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,780,40,0,4,52.5,0,4,4,4,4,4,3,60,2,25,56.82,3,8,630,57,0,0,5,90,0,20,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,220,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,850,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,900,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,1010,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,910,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,620,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,1110,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,1,790,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,860,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,1,1020,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,820,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,6,60,0,21,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,260,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,890,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,0,940,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,0,1050,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,0,950,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,0,660,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,0,1150,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,830,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,1,900,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,1060,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,860,,,0,0,0,,,,,,,40,2,0,0,8,1,440,40,1,2,6,60,0,22,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,260,,0,4,30,1,,,,,,,0,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,970,20,0.5,2,35,0,4,4,3,1,0,2,80,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,1040,0,1,0,40,0,0,1,1,2,3,1,100,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,1150,0,0,0,40,0,0,0,0,0,0,1,100,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,1040,10,0.75,1,37.5,0,1,1,1,1,1,1,90,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,0,740,20,0.5,2,35,0,0,1,2,3,4,3,80,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,1250,0,1,0,40,0,0,0,0,1,0,0,100,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,1,910,20,0.5,2,35,0,2,2,2,3,3,2,80,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,0,980,20,0.5,2,35,0,0,3,2,0,0,2,80,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,1,1160,0,1,0,40,0,0,0,0,0,0,0,100,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,930,30,0.25,3,32.5,0,4,4,3,3,3,1,70,2,16,36.36,1,6,880,80,0,0,6,60,0,23,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,300,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,1010,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,1,1080,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,1190,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,1,1080,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,0,780,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,1290,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,1,950,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,0,1020,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,1,1200,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,970,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,7,60,0,24,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,340,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,1050,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,0,1120,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,0,1230,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,0,1120,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,820,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,0,1330,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,990,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,0,1060,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,1240,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
11,tcn0caiz,2021-01-21 11:16:51.494081+00:00,1870,1,0,1010,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,7,60,0,25,wbj7asnz,0
1,wfgl8hda,2021-01-21 11:16:50.839362+00:00,580,10,0,340,,0,4,37.5,1,,,,,,,0,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
2,aggl3yve,2021-01-21 11:16:51.158297+00:00,1900,3,0,1120,30,0.12,3,40,0,4,4,3,3,0,3,70,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
3,bpfehv87,2021-01-21 11:16:51.357821+00:00,2100,8,0,1220,0,0.5,0,47.5,0,0,0,1,2,3,0,100,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
4,lpdyleza,2021-01-21 11:16:51.925179+00:00,2370,7,1,1330,0,0.5,0,47.5,0,0,0,0,0,0,1,100,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
5,9m91midn,2021-01-21 11:16:51.404784+00:00,2160,2,0,1210,10,0.38,1,45,0,1,1,1,1,1,1,90,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
6,dvibaj70,2021-01-21 11:16:51.862033+00:00,1700,11,1,900,20,0,2,42.5,0,0,1,2,3,4,2,80,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
7,wm8nj720,2021-01-21 11:16:51.269899+00:00,2420,9,1,1430,0,0.5,0,47.5,0,0,0,0,1,0,1,100,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
8,ho98lc10,2021-01-21 11:16:51.770022+00:00,1870,6,0,1060,30,0.12,3,40,0,2,2,2,3,4,2,70,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
9,xxdgeu81,2021-01-21 11:16:51.662779+00:00,2030,4,0,1130,30,0.12,3,40,0,0,3,2,2,1,1,70,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
10,504i25gn,2021-01-21 11:16:51.590042+00:00,2230,5,0,1340,0,0.5,0,47.5,0,1,1,1,3,3,0,100,2,19,43.18,1,3,850,77,0,0,7,60,0,26,wbj7asnz,0
