participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.my_endowment,player.actual_payment,player.transmission_chance,player.contribution,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.number_of_players,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,1617,160,16,0.0,1,1,1,1,1,1,144,2,27,67.5,5,5,676,68,0,0,3,10,0,28,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,60,24,0.0,4,5,5,5,5,5,0,2,27,67.5,5,5,676,68,0,0,3,10,0,28,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,1921,160,0,0.0,0,0,0,0,0,0,160,2,27,67.5,5,5,676,68,0,0,3,10,0,28,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1091,160,64,0.0,4,4,4,2,0,0,96,2,27,67.5,5,5,676,68,0,0,3,10,0,28,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,60,24,0.0,4,5,5,5,5,5,0,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,1742,60,24,0.0,4,4,4,4,4,4,36,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1166,60,0,0.0,0,1,2,3,3,4,60,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,962,60,18,0.0,3,3,3,3,4,4,42,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2203,60,18,0.0,3,4,3,3,3,2,42,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1524,160,64,0.0,4,4,4,4,4,4,96,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,1761,160,16,0.0,1,1,1,1,1,1,144,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,60,24,0.0,4,5,5,5,5,5,0,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2081,160,0,0.0,0,0,0,0,0,0,160,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1187,160,64,0.0,4,4,4,2,0,0,96,2,27,67.5,5,5,676,68,0,0,3,10,0,29,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,60,24,0.0,4,5,5,5,5,5,0,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,1778,60,24,0.0,4,4,4,4,4,4,36,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1226,60,0,0.0,0,1,2,3,4,4,60,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1010,60,12,0.0,2,2,3,4,4,4,48,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2245,60,18,0.0,3,4,3,3,3,1,42,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1620,160,64,0.0,4,4,4,4,4,4,96,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,1905,160,16,0.0,1,1,1,1,1,1,144,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,60,24,0.0,4,5,5,5,5,5,0,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2241,160,0,0.0,0,0,0,0,0,0,160,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1283,160,64,0.0,4,4,3,3,0,0,96,2,26,65.0,5,5,682,68,0,0,3,10,0,30,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,1838,100,40,0.0,4,4,4,4,4,4,60,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1326,100,0,0.0,0,1,2,3,4,4,100,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1090,100,20,0.0,2,2,3,3,4,4,80,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2315,100,30,0.0,3,4,3,3,3,1,70,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1680,100,40,0.0,4,4,4,4,4,4,60,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,1985,100,20,0.0,2,2,2,2,2,2,80,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2341,100,0,0.0,0,0,0,0,0,0,100,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1343,100,40,0.0,4,4,4,1,1,0,60,2,27,67.5,5,5,610,61,0,0,3,10,0,31,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,1898,100,40,0.0,4,4,4,4,4,4,60,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1426,100,0,0.0,0,1,2,3,4,4,100,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1170,100,20,0.0,2,3,4,4,4,4,80,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2395,100,20,0.0,2,4,3,3,3,1,80,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1740,100,40,0.0,4,4,4,4,4,4,60,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,2065,100,20,0.0,2,2,2,2,2,2,80,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2441,100,0,0.0,0,0,0,0,0,0,100,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1403,100,40,0.0,4,3,3,3,1,0,60,2,26,65.0,5,5,620,62,0,0,3,10,0,32,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,1958,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1526,100,0,0.0,0,1,2,3,4,4,100,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1240,100,30,0.0,3,2,3,3,4,4,70,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2465,100,30,0.0,3,4,3,3,3,1,70,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1800,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,2145,100,20,0.0,2,2,2,2,2,2,80,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2541,100,0,0.0,0,0,0,0,0,0,100,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1463,100,40,0.0,4,3,3,2,2,0,60,2,28,70.0,5,5,600,60,0,0,3,10,0,33,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,2018,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1626,100,0,0.0,0,1,2,3,4,4,100,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1310,100,30,0.0,3,2,3,4,4,4,70,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2535,100,30,0.0,3,4,3,3,3,1,70,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1860,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,2225,100,20,0.0,2,2,2,2,2,2,80,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2641,100,0,0.0,0,0,0,0,0,0,100,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1523,100,40,0.0,4,4,3,2,1,0,60,2,28,70.0,5,5,600,60,0,0,3,10,0,34,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,2078,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1726,100,0,0.0,0,1,2,3,4,4,100,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1380,100,30,0.0,3,2,2,3,4,4,70,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2605,100,30,0.0,3,4,3,3,3,2,70,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1920,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,2305,100,20,0.0,2,2,2,2,2,2,80,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2741,100,0,0.0,0,0,0,0,0,0,100,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1583,100,40,0.0,4,4,3,2,1,0,60,2,28,70.0,5,5,600,60,0,0,3,10,0,35,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,2138,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1826,100,0,0.0,0,1,2,3,4,4,100,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1450,100,30,0.0,3,2,2,4,4,4,70,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2675,100,30,0.0,3,4,3,3,3,2,70,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,1980,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,2385,100,20,0.0,2,2,2,2,2,2,80,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2841,100,0,0.0,0,0,0,0,0,0,100,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1643,100,40,0.0,4,3,3,2,1,1,60,2,28,70.0,5,5,600,60,0,0,3,10,0,36,q1uimr6i,,,,,0
1,i77ge7wz,5c021b989b7d4e0001aa764e,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.344702+00:00,1,,,81,9,,0,81,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
2,ynsesweu,5f910775dca5fe226e2285f9,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.440282+00:00,1,,,2378,5,,0,2198,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
3,bmmlpu6l,5f77eeed59487937c2b05c37,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.470976+00:00,1,,,2226,10,,1,1926,100,0,0.0,0,1,2,3,4,4,100,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
4,vgr9zk99,5f4d822a5080c693e800932f,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.406741+00:00,1,,,1730,6,,1,1520,100,30,0.0,3,2,2,3,3,4,70,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
5,q0thni7l,5eb3c0005275541b1a504189,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.507144+00:00,1,,,2895,4,,1,2745,100,30,0.0,3,4,3,3,3,2,70,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
6,6k2ws5om,5eb0e585e612c11b2e4ebc9a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.537949+00:00,1,,,2220,3,,0,2040,100,40,0.0,4,4,4,4,4,4,60,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
7,fmjuauh4,5e2737725b323795f4add395,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:02.161971+00:00,1,,,2705,7,,1,2465,100,20,0.0,2,2,2,2,2,2,80,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
8,k42lyjos,5e09e8440826752758b989eb,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.566473+00:00,1,,,321,1,,0,321,100,40,0.0,4,5,5,5,5,5,0,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
9,8mt1amuw,5ac033fa68b65b00018d2c1a,0,405,405,payment_info,PaymentInfo,2020-11-16 23:07:01.598210+00:00,1,,,3241,2,,1,2941,100,0,0.0,0,0,0,0,0,0,100,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
10,vvge39yz,5efddb9eb047cf070d2fa7e5,0,405,405,payment_info,PaymentInfo,2020-11-16 23:12:08.176665+00:00,1,,,1883,8,,0,1703,100,40,0.0,4,4,3,3,0,0,60,2,28,70.0,5,5,600,60,0,0,3,10,0,37,q1uimr6i,,,,,0
